0	NaN		0	0	NaN			
0.02	NaN		0	0	NaN			
34.19607	0.3533334		48.36054	0	0	34.19607		34.19607
-23.53029	0.3923978		41.50958	0	0	5.332891		5.332891
26.78215	0.4274016		40.33467	0	0	12.48264		12.48264
0.6413026	0.4541475		34.9338	0	0	9.522308		9.522308
-0.5469705	0.4809299		31.24765	0	0	7.508452		7.508452
-0.05274767	0.5078429		28.52509	0	0	6.248253		6.248253
0.04720076	0.5473859		26.40911	0	0	5.362388		5.362388
0.09778984	0.5740656		24.70351	0	0	4.704313		4.704313
-0.1189371	0.6008908		23.29076	0	0	4.168396		4.168396
-0.1206258	0.6272946		22.09562	0	0	3.739494		3.739494
-0.2749714	0.6539527		21.06768	0	0	3.374543		3.374543
-0.1684449	0.6808161		20.17088	0	0	3.079294		3.079294
-0.2438425	0.7074234		19.37979	0	0	2.823668		2.823668
-0.1854885	0.7340017		18.67497	0	0	2.608728		2.608728
-0.4212669	0.7605994		18.04239	0	0	2.406728		2.406728
0.1215203	0.7875803		17.46952	0	0	2.263903		2.263903
-0.08198939	0.8315204		16.94795	0	0	2.125909		2.125909
-0.5449223	0.8674068		16.47144	0	0	1.97753		1.97753
-1.483459	0.8938773		16.03935	0	0	1.795372		1.795372
0.723355	0.920548		15.6349	0	0	1.741771		1.741771
0.3148932	0.9472107		15.25841	0	0	1.673825		1.673825
0.3854225	0.9738979		14.90804	0	0	1.615261		1.615261
1.055465	1.000783		14.58368	0	0	1.590922		1.590922
0.8414787	1.027299		14.27868	0	0	1.559695		1.559695
-0.3888241	1.054832		13.99063	0	0	1.481755		1.481755
0.07913325	1.093914		13.71896	0	0	1.427808		1.427808
0.1460974	1.133957		13.46256	0	0	1.380337		1.380337
-0.3367572	1.160736		13.22028	0	0	1.319012		1.319012
-0.2278145	1.200845		12.99049	0	0	1.265673		1.265673
0.318664	1.24061		12.77241	0	0	1.234106		1.234106
0.3260883	1.267213		12.56498	0	0	1.204815		1.204815
-0.5776762	1.307348		12.36794	0	0	1.149113		1.149113
-0.07388823	1.347776		12.17912	0	0	1.112052		1.112052
0.02445394	1.387234		11.99868	0	0	1.080064		1.080064
0.1581395	1.427298		11.82609	0	0	1.053723		1.053723
0.1560502	1.467273		11.66074	0	0	1.028788		1.028788
-0.141754	1.507518		11.50213	0	0	0.9971514		0.9971514
-0.4872588	1.54725		11.35033	0	0	0.958088		0.958088
-0.1937865	1.587268		11.20395	0	0	0.9285527		0.9285527
0.8985982	1.627247		11.06484	0	0	0.9278039		0.9278039
0.2649923	1.667543		10.92923	0	0	0.9116377		0.9116377
-0.2336138	1.707269		10.79845	0	0	0.8843699		0.8843699
-0.5496901	1.748864		10.67281	0	0	0.8510197		0.8510197
-0.03081453	1.787277		10.55083	0	0	0.830978		0.830978
0.2007324	1.828647		10.43303	0	0	0.8169725		0.8169725
0.1753522	1.867208		10.31907	0	0	0.8030243		0.8030243
-0.1172941	1.911784		10.20873	0	0	0.783443		0.783443
0.2947798	1.960709		10.10201	0	0	0.7732626		0.7732626
